Date,White,Black,White Rating,Black Rating,Average Rating,Tournament,Organizer,Round Number,Result (W-B),Moves Played,,win?,,,winstreaks,total winstreaks,winrate
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.25,½-½,53,,1,3,3,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.5,0-1,67,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.7,1-0,44,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.15,1-0,51,,1,2,2,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.2,1-0,31,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.4,1-0,31,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.6,1-0,30,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.21,1-0,36,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.3,1-0,108,,1,2,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.17,1-0,38,,1,3,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.2,0-1,36,,1,4,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.14,0-1,95,,1,5,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.28,0-1,26,,1,6,6,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.18,1-0,44,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.8,1-0,46,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.12,0-1,82,,1,1,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.1,0-1,60,,1,2,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.29,1-0,43,,1,3,3,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.9,0-1,18,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.13,0-1,34,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.11,1-0,45,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.1,½-½,48,,1,2,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.24,½-½,36,,1,3,3,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.16,1-0,24,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.22,1-0,42,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.26,0-1,45,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.23,0-1,63,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.19,1-0,38,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.27,1-0,34,,1,2,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.25,½-½,53,,1,3,3,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.5,0-1,67,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.7,1-0,44,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.15,1-0,51,,1,2,2,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.2,1-0,31,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.4,1-0,31,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.6,1-0,30,,0,,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.21,1-0,36,,1,1,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.3,1-0,108,,1,2,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.17,1-0,38,,1,3,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.2,0-1,36,,1,4,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.14,0-1,95,,1,5,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.28,0-1,26,,1,6,6,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.18,1-0,44,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.8,1-0,46,,0,,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.12,0-1,82,,1,1,,,,
2023-07-20,FirouzjaAlireza,NakamuraHikaru,2804,2750,2777,Bullet Chess Winners 2023,chess.com INT,4.1,0-1,60,,1,2,,,,
2023-07-20,NakamuraHikaru,FirouzjaAlireza,2750,2804,2777,Bullet Chess Winners 2023,chess.com INT,4.29,1-0,43,,1,3,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.17,½-½,75,,1,4,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.1,0-1,115,,1,5,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.23,1-0,46,,1,6,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.29,1-0,46,,1,7,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.13,½-½,66,,1,8,8,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.27,0-1,53,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.3,1-0,33,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.15,0-1,20,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.25,0-1,34,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.5,1-0,42,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.21,½-½,73,,1,2,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.1,½-½,44,,1,3,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.31,1-0,69,,1,4,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.19,½-½,83,,1,5,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.2,½-½,53,,1,6,6,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.4,1-0,62,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.8,1-0,48,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.6,0-1,53,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.9,1-0,43,,1,2,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.14,½-½,47,,1,3,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.18,½-½,19,,1,4,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.28,½-½,49,,1,5,5,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.3,1-0,48,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.32,0-1,58,,1,1,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.24,1-0,89,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.26,½-½,51,,1,1,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.2,½-½,48,,1,2,2,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.22,1-0,38,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.16,1-0,71,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.12,0-1,56,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.7,½-½,71,,1,2,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.11,1-0,25,,1,3,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.17,½-½,75,,1,4,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.1,0-1,115,,1,5,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.23,1-0,46,,1,6,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.29,1-0,46,,1,7,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.13,½-½,66,,1,8,8,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.27,0-1,53,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.3,1-0,33,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.15,0-1,20,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.25,0-1,34,,0,,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.5,1-0,42,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.21,½-½,73,,1,2,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.1,½-½,44,,1,3,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.31,1-0,69,,1,4,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.19,½-½,83,,1,5,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.2,½-½,53,,1,6,6,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.4,1-0,62,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.8,1-0,48,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.6,0-1,53,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.9,1-0,43,,1,2,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.14,½-½,47,,1,3,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.18,½-½,19,,1,4,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.28,½-½,49,,1,5,5,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.3,1-0,48,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.32,0-1,58,,1,1,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.24,1-0,89,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.26,½-½,51,,1,1,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.2,½-½,48,,1,2,2,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.22,1-0,38,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.16,1-0,71,,0,,,,,
2023-07-21,CarlsenMagnus,NakamuraHikaru,2864,2750,2807,Bullet Chess Winners 2023,chess.com INT,5.12,0-1,56,,1,1,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.7,½-½,71,,1,2,,,,
2023-07-21,NakamuraHikaru,CarlsenMagnus,2750,2864,2807,Bullet Chess Winners 2023,chess.com INT,5.11,1-0,25,,1,3,,,,
2023-07-25,NakamuraHikaru,TroffKayden W,2750,2483,2616,Titled Tue 25th Jul Late,chess.com INT,6,1-0,28,,1,4,,,,
2023-07-25,NakamuraHikaru,Rodrigue-LemieuxShawn,2750,2341,2545,Titled Tue 25th Jul Late,chess.com INT,4,1-0,25,,1,5,,,,
2023-07-25,NakamuraHikaru,ShuvalovaPolina,2750,2504,2627,Titled Tue 25th Jul Early,chess.com INT,2,1-0,55,,1,6,,,,
2023-07-25,NakamuraHikaru,VoegeTobias,2750,2300,2525,Titled Tue 25th Jul Late,chess.com INT,2,1-0,38,,1,7,,,,
2023-07-25,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,Titled Tue 25th Jul Late,chess.com INT,11,1-0,32,,1,8,8,,,
2023-07-25,NakamuraHikaru,BernadskiyVitaliy,2750,2606,2678,Titled Tue 25th Jul Early,chess.com INT,4,0-1,13,,0,,,,,
2023-07-25,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,Titled Tue 25th Jul Late,chess.com INT,7,0-1,31,,1,1,,,,
2023-07-25,FioritoJoaquin,NakamuraHikaru,2106,2750,2428,Titled Tue 25th Jul Late,chess.com INT,3,0-1,43,,1,2,,,,
2023-07-25,MizziJack,NakamuraHikaru,1907,2750,2328,Titled Tue 25th Jul Early,chess.com INT,1,0-1,30,,1,3,,,,
2023-07-25,FressinetLaurent,NakamuraHikaru,2630,2750,2690,Titled Tue 25th Jul Late,chess.com INT,10,0-1,29,,1,4,,,,
2023-07-25,NazariArad,NakamuraHikaru,2287,2750,2518,Titled Tue 25th Jul Early,chess.com INT,3,0-1,42,,1,5,5,,,
2023-07-25,KollarsDmitrij,NakamuraHikaru,2635,2750,2692,Titled Tue 25th Jul Late,chess.com INT,5,1-0,57,,0,,,,,
2023-07-25,Van DaelSiem,NakamuraHikaru,2307,2750,2528,Titled Tue 25th Jul Late,chess.com INT,1,0-1,21,,1,1,,,,
2023-07-25,NakamuraHikaru,TroffKayden W,2750,2483,2616,Titled Tue 25th Jul Late,chess.com INT,6,1-0,28,,1,2,,,,
2023-07-25,NakamuraHikaru,Rodrigue-LemieuxShawn,2750,2341,2545,Titled Tue 25th Jul Late,chess.com INT,4,1-0,25,,1,3,,,,
2023-07-25,NakamuraHikaru,ShuvalovaPolina,2750,2504,2627,Titled Tue 25th Jul Early,chess.com INT,2,1-0,55,,1,4,,,,
2023-07-25,NakamuraHikaru,VoegeTobias,2750,2300,2525,Titled Tue 25th Jul Late,chess.com INT,2,1-0,38,,1,5,,,,
2023-07-25,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,Titled Tue 25th Jul Late,chess.com INT,11,1-0,32,,1,6,6,,,
2023-07-25,NakamuraHikaru,BernadskiyVitaliy,2750,2606,2678,Titled Tue 25th Jul Early,chess.com INT,4,0-1,13,,0,,,,,
2023-07-25,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,Titled Tue 25th Jul Late,chess.com INT,7,0-1,31,,1,1,,,,
2023-07-25,FioritoJoaquin,NakamuraHikaru,2106,2750,2428,Titled Tue 25th Jul Late,chess.com INT,3,0-1,43,,1,2,,,,
2023-07-25,MizziJack,NakamuraHikaru,1907,2750,2328,Titled Tue 25th Jul Early,chess.com INT,1,0-1,30,,1,3,,,,
2023-07-25,FressinetLaurent,NakamuraHikaru,2630,2750,2690,Titled Tue 25th Jul Late,chess.com INT,10,0-1,29,,1,4,,,,
2023-07-25,NazariArad,NakamuraHikaru,2287,2750,2518,Titled Tue 25th Jul Early,chess.com INT,3,0-1,42,,1,5,5,,,
2023-07-25,KollarsDmitrij,NakamuraHikaru,2635,2750,2692,Titled Tue 25th Jul Late,chess.com INT,5,1-0,57,,0,,,,,
2023-07-25,Van DaelSiem,NakamuraHikaru,2307,2750,2528,Titled Tue 25th Jul Late,chess.com INT,1,0-1,21,,1,1,,,,
2023-08-15,NakamuraHikaru,HoltConrad,2750,2553,2651,Titled Tue 15th Aug Late,chess.com INT,11,1-0,48,,1,2,2,,,
2023-08-15,NakamuraHikaru,DudaJan-Krzysztof,2750,2750,2750,Titled Tue 15th Aug Late,chess.com INT,7,0-1,52,,0,,,,,
2023-08-15,NakamuraHikaru,RodchenkovSergey D.,2750,2346,2548,Titled Tue 15th Aug Early,chess.com INT,5,1-0,35,,1,1,,,,
2023-08-15,NakamuraHikaru,Di NicolantonioLucas,2750,2405,2577,Titled Tue 15th Aug Late,chess.com INT,2,½-½,133,,1,2,,,,
2023-08-15,NakamuraHikaru,BadmatsyrenovOleg,2750,2437,2593,Titled Tue 15th Aug Early,chess.com INT,10,1-0,60,,1,3,,,,
2023-08-15,NakamuraHikaru,KramnikVladimir,2750,2753,2751,Titled Tue 15th Aug Late,chess.com INT,8,1-0,37,,1,4,,,,
2023-08-15,NakamuraHikaru,PapayanOleg,2750,2246,2498,Titled Tue 15th Aug Late,chess.com INT,3,1-0,34,,1,5,,,,
2023-08-15,NakamuraHikaru,StanglAnita,2750,1991,2370,Titled Tue 15th Aug Early,chess.com INT,3,1-0,33,,1,6,,,,
2023-08-15,NakamuraHikaru,MoskalenkoAlexander,2750,2508,2629,Titled Tue 15th Aug Late,chess.com INT,10,1-0,42,,1,7,,,,
2023-08-15,NakamuraHikaru,MikhailovViacheslav,2750,2428,2589,Titled Tue 15th Aug Late,chess.com INT,5,1-0,43,,1,8,,,,
2023-08-15,NakamuraHikaru,PapasimakopoulosAlexandros,2750,2259,2504,Titled Tue 15th Aug Early,chess.com INT,7,½-½,122,,1,9,,,,
2023-08-15,ColasJoshua,NakamuraHikaru,2216,2750,2483,Titled Tue 15th Aug Early,chess.com INT,8,0-1,39,,1,10,,,,
2023-08-15,HirneiseJens,NakamuraHikaru,2327,2750,2538,Titled Tue 15th Aug Late,chess.com INT,1,0-1,36,,1,11,11,,,
2023-08-15,NakamuraHikaru,NugumanovBakhtiyar,2750,2370,2560,Titled Tue 15th Aug Early,chess.com INT,2,0-1,44,,0,,,,,
2023-08-15,SmietanskaWiktoria,NakamuraHikaru,1873,2750,2311,Titled Tue 15th Aug Early,chess.com INT,4,0-1,25,,1,1,,,,
2023-08-15,GrigoriantsSergey,NakamuraHikaru,2544,2750,2647,Titled Tue 15th Aug Late,chess.com INT,9,1-0,53,,0,,,,,
2023-08-15,BluebaumMatthias,NakamuraHikaru,2642,2750,2696,Titled Tue 15th Aug Late,chess.com INT,6,0-1,110,,1,1,,,,
2023-08-15,TonchevaNadya,NakamuraHikaru,2207,2750,2478,Titled Tue 15th Aug Early,chess.com INT,6,0-1,35,,1,2,,,,
2023-08-15,MakarianRudik,NakamuraHikaru,2521,2750,2635,Titled Tue 15th Aug Early,chess.com INT,11,0-1,69,,1,3,,,,
2023-08-15,MatinianNikita,NakamuraHikaru,2460,2750,2605,Titled Tue 15th Aug Late,chess.com INT,4,0-1,30,,1,4,4,,,
2023-08-15,BenedettiJulio,NakamuraHikaru,2255,2750,2502,Titled Tue 15th Aug Early,chess.com INT,1,1-0,48,,0,,,,,
2023-08-15,NakamuraHikaru,HoltConrad,2750,2553,2651,Titled Tue 15th Aug Late,chess.com INT,11,1-0,48,,1,1,,,,
2023-08-15,NakamuraHikaru,DudaJan-Krzysztof,2750,2750,2750,Titled Tue 15th Aug Late,chess.com INT,7,0-1,52,,0,,,,,
2023-08-15,NakamuraHikaru,RodchenkovSergey D.,2750,2346,2548,Titled Tue 15th Aug Early,chess.com INT,5,1-0,35,,1,1,,,,
2023-08-15,NakamuraHikaru,Di NicolantonioLucas,2750,2405,2577,Titled Tue 15th Aug Late,chess.com INT,2,½-½,133,,1,2,,,,
2023-08-15,NakamuraHikaru,BadmatsyrenovOleg,2750,2437,2593,Titled Tue 15th Aug Early,chess.com INT,10,1-0,60,,1,3,,,,
2023-08-15,NakamuraHikaru,KramnikVladimir,2750,2753,2751,Titled Tue 15th Aug Late,chess.com INT,8,1-0,37,,1,4,,,,
2023-08-15,NakamuraHikaru,PapayanOleg,2750,2246,2498,Titled Tue 15th Aug Late,chess.com INT,3,1-0,34,,1,5,,,,
2023-08-15,NakamuraHikaru,StanglAnita,2750,1991,2370,Titled Tue 15th Aug Early,chess.com INT,3,1-0,33,,1,6,,,,
2023-08-15,NakamuraHikaru,MoskalenkoAlexander,2750,2508,2629,Titled Tue 15th Aug Late,chess.com INT,10,1-0,42,,1,7,,,,
2023-08-15,NakamuraHikaru,MikhailovViacheslav,2750,2428,2589,Titled Tue 15th Aug Late,chess.com INT,5,1-0,43,,1,8,,,,
2023-08-15,NakamuraHikaru,PapasimakopoulosAlexandros,2750,2259,2504,Titled Tue 15th Aug Early,chess.com INT,7,½-½,122,,1,9,,,,
2023-08-15,ColasJoshua,NakamuraHikaru,2216,2750,2483,Titled Tue 15th Aug Early,chess.com INT,8,0-1,39,,1,10,,,,
2023-08-15,HirneiseJens,NakamuraHikaru,2327,2750,2538,Titled Tue 15th Aug Late,chess.com INT,1,0-1,36,,1,11,11,,,
2023-08-15,NakamuraHikaru,NugumanovBakhtiyar,2750,2370,2560,Titled Tue 15th Aug Early,chess.com INT,2,0-1,44,,0,,,,,
2023-08-15,SmietanskaWiktoria,NakamuraHikaru,1873,2750,2311,Titled Tue 15th Aug Early,chess.com INT,4,0-1,25,,1,1,,,,
2023-08-15,GrigoriantsSergey,NakamuraHikaru,2544,2750,2647,Titled Tue 15th Aug Late,chess.com INT,9,1-0,53,,0,,,,,
2023-08-15,BluebaumMatthias,NakamuraHikaru,2642,2750,2696,Titled Tue 15th Aug Late,chess.com INT,6,0-1,110,,1,1,,,,
2023-08-15,TonchevaNadya,NakamuraHikaru,2207,2750,2478,Titled Tue 15th Aug Early,chess.com INT,6,0-1,35,,1,2,,,,
2023-08-15,MakarianRudik,NakamuraHikaru,2521,2750,2635,Titled Tue 15th Aug Early,chess.com INT,11,0-1,69,,1,3,,,,
2023-08-15,MatinianNikita,NakamuraHikaru,2460,2750,2605,Titled Tue 15th Aug Late,chess.com INT,4,0-1,30,,1,4,4,,,
2023-08-15,BenedettiJulio,NakamuraHikaru,2255,2750,2502,Titled Tue 15th Aug Early,chess.com INT,1,1-0,48,,0,,,,,
2023-08-21,NakamuraHikaru,SaranaAlexey,2750,2685,2717,chess.com SpeedChess Q1Sw,chess.com INT,13,1-0,29,,1,1,,,,
2023-08-21,NakamuraHikaru,ChigaevMaksim,2750,2631,2690,chess.com SpeedChess Q1Sw,chess.com INT,3,1-0,51,,1,2,,,,
2023-08-21,NakamuraHikaru,DonchenkoAlexander,2750,2636,2693,chess.com SpeedChess Q1Sw,chess.com INT,9,1-0,59,,1,3,,,,
2023-08-21,NakamuraHikaru,YuanQingyu,2750,2373,2561,chess.com SpeedChess Q1Sw,chess.com INT,1,1-0,44,,1,4,4,,,
